Statistik från Skolverket, http://www.skolverket.se

Grundskolan - Slutbetyg årskurs 9, samtliga elever
Valt läsår: 2008/09

Kommun;Kommun-kod;Län;Läns-kod;Typ av huvudman;Antal elever;Andel (%) som uppnått kunskapskraven i alla ämnen;Andel (%) behöriga till nationella program;Genomsnittligt meritvärde (16);
Värnamo;0683;Jönköpings län;06;Samtliga;473;79,7;89,4;210,2;
Värnamo;0683;Jönköpings län;06;Kommunal;431;79,8;88,9;211,7;
Värnamo;0683;Jönköpings län;06;Enskild;42;78,6;~100;195,2;
Västervik;0883;Kalmar län;08;Samtliga;528;72,3;87,1;200,3;
Västervik;0883;Kalmar län;08;Kommunal;528;72,3;87,1;200,3;
Västerås;1980;Västmanlands län;19;Samtliga;1 744;76,2;87,2;209,7;
Västerås;1980;Västmanlands län;19;Kommunal;1 463;74,2;85,7;204,7;
Västerås;1980;Västmanlands län;19;Enskild;281;87,3;95,5;237,2;
Växjö;0780;Kronobergs län;07;Samtliga;984;80,9;89,3;213,6;
Växjö;0780;Kronobergs län;07;Kommunal;914;80,2;88,9;212,4;
Växjö;0780;Kronobergs län;07;Enskild;70;92,9;~100;233,5;
Ydre;0512;Östergötlands län;05;Samtliga;57;78,9;82,5;215,9;
Ydre;0512;Östergötlands län;05;Kommunal;57;78,9;82,5;215,9;
Ystad;1286;Skåne län;12;Samtliga;407;84,0;95,6;221,5;
Ystad;1286;Skåne län;12;Kommunal;300;82,3;95,3;217,1;
Ystad;1286;Skåne län;12;Enskild;107;88,8;~100;233,5;
Åmål;1492;Västra Götalands län;14;Samtliga;153;67,3;88,9;200,8;
Åmål;1492;Västra Götalands län;14;Kommunal;153;67,3;88,9;200,8;
Ånge;2260;Västernorrlands län;22;Samtliga;132;71,2;87,9;197,4;
Ånge;2260;Västernorrlands län;22;Kommunal;132;71,2;87,9;197,4;
Åre;2321;Jämtlands län;23;Samtliga;138;88,4;92,0;221,0;
Åre;2321;Jämtlands län;23;Kommunal;138;88,4;92,0;221,0;
Årjäng;1765;Värmlands län;17;Samtliga;132;74,2;90,9;207,8;
Årjäng;1765;Värmlands län;17;Kommunal;132;74,2;90,9;207,8;
Åsele;2463;Västerbottens län;24;Samtliga;48;91,7;~100;200,1;
Åsele;2463;Västerbottens län;24;Kommunal;48;91,7;~100;200,1;
Åstorp;1277;Skåne län;12;Samtliga;206;72,3;88,3;197,0;
Åstorp;1277;Skåne län;12;Kommunal;189;73,0;88,9;198,9;
Åstorp;1277;Skåne län;12;Enskild;17;64,7;~100;175,3;
Åtvidaberg;0561;Östergötlands län;05;Samtliga;161;82,6;92,5;213,4;
Åtvidaberg;0561;Östergötlands län;05;Kommunal;157;84,7;94,9;216,5;
Åtvidaberg;0561;Östergötlands län;05;Enskild;..;.;.;..;
Älmhult;0765;Kronobergs län;07;Samtliga;183;79,2;89,0;207,8;
Älmhult;0765;Kronobergs län;07;Kommunal;183;79,2;89,0;207,8;
Älvdalen;2039;Dalarnas län;20;Samtliga;87;80,5;90,8;204,0;
Älvdalen;2039;Dalarnas län;20;Kommunal;87;80,5;90,8;204,0;
Älvkarleby;0319;Uppsala län;03;Samtliga;138;71,7;87,0;194,7;
Älvkarleby;0319;Uppsala län;03;Kommunal;93;61,3;81,7;185,7;
Älvkarleby;0319;Uppsala län;03;Enskild;45;93,3;~100;213,3;
Älvsbyn;2560;Norrbottens län;25;Samtliga;115;77,4;90,4;201,8;
Älvsbyn;2560;Norrbottens län;25;Kommunal;115;77,4;90,4;201,8;
Ängelholm;1292;Skåne län;12;Samtliga;554;79,8;90,4;212,3;
Ängelholm;1292;Skåne län;12;Kommunal;478;78,5;89,5;210,0;
Ängelholm;1292;Skåne län;12;Enskild;76;88,2;~100;227,1;
Öckerö;1407;Västra Götalands län;14;Samtliga;173;90,8;93,1;224,8;
Öckerö;1407;Västra Götalands län;14;Kommunal;173;90,8;93,1;224,8;
Ödeshög;0509;Östergötlands län;05;Samtliga;61;90,2;~100;220,4;
Ödeshög;0509;Östergötlands län;05;Kommunal;61;90,2;~100;220,4;
Örebro;1880;Örebro län;18;Samtliga;1 683;72,6;82,0;198,8;
Örebro;1880;Örebro län;18;Kommunal;1 393;70,0;79,3;193,2;
Örebro;1880;Örebro län;18;Enskild;290;86,0;96,2;227,5;
Örkelljunga;1257;Skåne län;12;Samtliga;130;86,2;90,8;214,8;
Örkelljunga;1257;Skåne län;12;Kommunal;110;86,4;90,9;215,3;
Örkelljunga;1257;Skåne län;12;Enskild;20;85,0;~100;212,0;
Örnsköldsvik;2284;Västernorrlands län;22;Samtliga;733;79,3;88,1;204,1;
Örnsköldsvik;2284;Västernorrlands län;22;Kommunal;721;79,5;88,3;204,4;
Örnsköldsvik;2284;Västernorrlands län;22;Enskild;12;..;..;183,6;
Östersund;2380;Jämtlands län;23;Samtliga;716;80,6;90,4;215,5;
Östersund;2380;Jämtlands län;23;Kommunal;603;79,9;89,4;215,0;
Östersund;2380;Jämtlands län;23;Enskild;113;84,1;95,6;217,9;
Österåker;0117;Stockholms län;01;Samtliga;497;80,9;93,8;217,6;
Österåker;0117;Stockholms län;01;Kommunal;430;78,8;93,5;216,8;
Österåker;0117;Stockholms län;01;Enskild;67;94,0;~100;223,0;
Östhammar;0382;Uppsala län;03;Samtliga;322;69,9;85,1;189,9;
Östhammar;0382;Uppsala län;03;Kommunal;322;69,9;85,1;189,9;
Östra Göinge;1256;Skåne län;12;Samtliga;204;68,1;86,8;192,2;
Östra Göinge;1256;Skåne län;12;Kommunal;190;67,9;86,8;192,6;
Östra Göinge;1256;Skåne län;12;Enskild;14;71,4;~100;186,1;
Överkalix;2513;Norrbottens län;25;Samtliga;43;95,3;~100;212,9;
Överkalix;2513;Norrbottens län;25;Kommunal;35;94,3;~100;207,9;
Överkalix;2513;Norrbottens län;25;Enskild;..;..;..;..;
Övertorneå;2518;Norrbottens län;25;Samtliga;65;83,1;86,2;216,0;
Övertorneå;2518;Norrbottens län;25;Kommunal;52;82,7;84,6;211,2;
Övertorneå;2518;Norrbottens län;25;Enskild;13;84,6;~100;235,0;

Rapportbeskrivning och definitioner etc.  

Samtliga uppgifter utom totalen för antal elever, avser elever med betyg enligt det mål- och kunskapsrelaterade betygssystemet. Uppgifterna avser betyg före prövning.
Om resultatet är färre än 10 elever, dubbelprickas den och två prickar (..) visas istället för utfall. Om uppgift saknas visas en prick (.) istället för utfall.

I sammanställningen av samtliga elever ingår elever som har okänd bakgrund. De saknar uppgift om personnummer, tex om de ännu inte blivit folkbokförda i Sverige.
 

Antal elever;Antal elever som har avslutat årskurs 9, dvs elever med slutbetyg såväl från det mål och kunskapsrelaterade betygssystemet som andra bedömningssystem.;
;Elever som saknar betyg i alla ämnen, dvs elever som saknar slutbetyg ingår.;
Andel (%) som uppnått kunskapskraven i alla ämnen;Andel elever med godkänt betyg i alla ämnen som ingått i elevens utbildning. Andelen beräknas av de elever som fått eller skulle ha fått betyg enligt det ;
;mål- och kunskapsrelaterade betygssystemet (elever som saknar godkänt betyg i alla ämnen ingår).;
Andel (%) behöriga till nationella program;Fram till införandet av den nya gymnasieskolan 2011, dvs till och med läsåret 2009/10 fanns ett krav för att söka till nationella program. Kravet för en elev att söka till gymnasieskolan var lägst betyget godkänd i ämnena svenska/svenska som andraspråk, engelska och matematik.;
;Andelen beräknas av de som fått eller skulle ha fått betyg enligt det mål- och kunskapsrelaterade betygssystemet (elever som saknar godkänt betyg i alla ämnen ingår). Observera att om antalet EJ behöriga är 1-4, så visas andelen behöriga som ~100.;
Genomsnittligt meritvärde (16);Meritvärdet utgörs av summan av betygsvärdena för de 16 bästa betygen i elevens slutbetyg (E=10, D=12,5, C=15, B=17,5, A=20 samt tidigare G=10, VG=15 och MVG=20).;
;Det möjliga maxvärdet för varje enskild elev är 320 poäng. Det genomsnittliga meritvärdet beräknas för de elever som fått godkänt betyg i minst ett ämne,;
;dvs lägst E (tidigare G). Elevernas sammanlagda poäng divideras med antal elever som fått godkänt betyg i minst ett ämne. Elever som saknar godkänt betyg i alla ämnen,;
;dvs elever som saknar slutbetyg, ingår ej.;



