Statistik från Skolverket, http://www.skolverket.se

Grundskolan - Slutbetyg årskurs 9, samtliga elever
Valt läsår: 2012/13

Kommun;Kommun-kod;Län;Läns-kod;Typ av huvudman;Antal elever;Andel (%) som uppnått kunskapskraven i alla ämnen;Andel (%) behörig yrkesprog.;Genomsnittligt meritvärde (16);
Sunne;1766;Värmlands län;17;Samtliga;150;75,3;90,0;206,5;
Sunne;1766;Värmlands län;17;Kommunal;150;75,3;90,0;206,5;
Surahammar;1907;Västmanlands län;19;Samtliga;91;65,9;78,0;190,4;
Surahammar;1907;Västmanlands län;19;Kommunal;91;65,9;78,0;190,4;
Svalöv;1214;Skåne län;12;Samtliga;133;62,4;81,2;195,7;
Svalöv;1214;Skåne län;12;Kommunal;109;63,3;80,7;192,8;
Svalöv;1214;Skåne län;12;Enskild;24;58,3;~100;209,2;
Svedala;1263;Skåne län;12;Samtliga;231;81,8;93,5;217,5;
Svedala;1263;Skåne län;12;Kommunal;231;81,8;93,5;217,5;
Svenljunga;1465;Västra Götalands län;14;Samtliga;119;68,1;89,9;198,4;
Svenljunga;1465;Västra Götalands län;14;Kommunal;119;68,1;89,9;198,4;
Säffle;1785;Värmlands län;17;Samtliga;97;56,7;74,2;188,9;
Säffle;1785;Värmlands län;17;Kommunal;97;56,7;74,2;188,9;
Säter;2082;Dalarnas län;20;Samtliga;85;74,1;84,7;200,4;
Säter;2082;Dalarnas län;20;Kommunal;85;74,1;84,7;200,4;
Sävsjö;0684;Jönköpings län;06;Samtliga;135;74,8;89,6;208,9;
Sävsjö;0684;Jönköpings län;06;Kommunal;135;74,8;89,6;208,9;
Söderhamn;2182;Gävleborgs län;21;Samtliga;254;74,0;81,1;201,4;
Söderhamn;2182;Gävleborgs län;21;Kommunal;242;73,6;80,6;201,3;
Söderhamn;2182;Gävleborgs län;21;Enskild;12;83,3;~100;202,5;
Söderköping;0582;Östergötlands län;05;Samtliga;138;75,4;90,6;213,6;
Söderköping;0582;Östergötlands län;05;Kommunal;122;77,9;92,6;217,3;
Söderköping;0582;Östergötlands län;05;Enskild;16;..;~100;185,5;
Södertälje;0181;Stockholms län;01;Samtliga;958;67,5;81,6;203,8;
Södertälje;0181;Stockholms län;01;Kommunal;726;62,5;78,5;198,8;
Södertälje;0181;Stockholms län;01;Enskild;232;83,2;91,4;219,6;
Sölvesborg;1083;Blekinge län;10;Samtliga;167;79,0;88,0;212,1;
Sölvesborg;1083;Blekinge län;10;Kommunal;167;79,0;88,0;212,1;
Tanum;1435;Västra Götalands län;14;Samtliga;117;80,3;94,9;207,8;
Tanum;1435;Västra Götalands län;14;Kommunal;117;80,3;94,9;207,8;
Tibro;1472;Västra Götalands län;14;Samtliga;114;73,7;83,3;200,5;
Tibro;1472;Västra Götalands län;14;Kommunal;114;73,7;83,3;200,5;
Tidaholm;1498;Västra Götalands län;14;Samtliga;124;71,0;79,8;197,0;
Tidaholm;1498;Västra Götalands län;14;Kommunal;124;71,0;79,8;197,0;
Tierp;0360;Uppsala län;03;Samtliga;239;70,7;87,4;200,2;
Tierp;0360;Uppsala län;03;Kommunal;239;70,7;87,4;200,2;
Timrå;2262;Västernorrlands län;22;Samtliga;184;72,8;84,8;198,6;
Timrå;2262;Västernorrlands län;22;Kommunal;184;72,8;84,8;198,6;
Tingsryd;0763;Kronobergs län;07;Samtliga;111;72,1;78,4;205,8;
Tingsryd;0763;Kronobergs län;07;Kommunal;89;66,3;74,2;194,4;
Tingsryd;0763;Kronobergs län;07;Enskild;22;95,5;~100;249,9;
Tjörn;1419;Västra Götalands län;14;Samtliga;140;87,1;95,7;228,5;
Tjörn;1419;Västra Götalands län;14;Kommunal;140;87,1;95,7;228,5;
Tomelilla;1270;Skåne län;12;Samtliga;130;76,9;85,4;203,7;
Tomelilla;1270;Skåne län;12;Kommunal;130;76,9;85,4;203,7;
Torsby;1737;Värmlands län;17;Samtliga;134;76,9;85,1;205,6;
Torsby;1737;Värmlands län;17;Kommunal;134;76,9;85,1;205,6;
Torsås;0834;Kalmar län;08;Samtliga;69;88,4;88,4;207,0;
Torsås;0834;Kalmar län;08;Kommunal;69;88,4;88,4;207,0;
Tranemo;1452;Västra Götalands län;14;Samtliga;136;75,7;86,0;214,4;
Tranemo;1452;Västra Götalands län;14;Kommunal;136;75,7;86,0;214,4;
Tranås;0687;Jönköpings län;06;Samtliga;199;79,9;88,4;204,9;
Tranås;0687;Jönköpings län;06;Kommunal;199;79,9;88,4;204,9;
Trelleborg;1287;Skåne län;12;Samtliga;444;76,6;86,9;214,5;
Trelleborg;1287;Skåne län;12;Kommunal;388;76,5;86,6;213,0;
Trelleborg;1287;Skåne län;12;Enskild;56;76,8;89,3;224,9;
Trollhättan;1488;Västra Götalands län;14;Samtliga;648;72,8;80,7;206,4;
Trollhättan;1488;Västra Götalands län;14;Kommunal;535;69,0;77,9;204,4;
Trollhättan;1488;Västra Götalands län;14;Enskild;113;91,2;93,8;215,4;
Trosa;0488;Södermanlands län;04;Samtliga;138;84,1;91,3;217,8;
Trosa;0488;Södermanlands län;04;Kommunal;138;84,1;91,3;217,8;
Tyresö;0138;Stockholms län;01;Samtliga;475;76,2;86,1;210,0;
Tyresö;0138;Stockholms län;01;Kommunal;475;76,2;86,1;210,0;
Täby;0160;Stockholms län;01;Samtliga;1 042;92,4;97,6;241,8;
Täby;0160;Stockholms län;01;Kommunal;471;92,6;96,8;236,8;
Täby;0160;Stockholms län;01;Enskild;571;92,3;98,2;245,9;
Töreboda;1473;Västra Götalands län;14;Samtliga;95;71,6;83,2;193,3;
Töreboda;1473;Västra Götalands län;14;Kommunal;95;71,6;83,2;193,3;
Uddevalla;1485;Västra Götalands län;14;Samtliga;563;78,9;91,3;214,6;
Uddevalla;1485;Västra Götalands län;14;Kommunal;437;79,4;90,8;212,1;
Uddevalla;1485;Västra Götalands län;14;Enskild;126;77,0;92,9;223,2;
Ulricehamn;1491;Västra Götalands län;14;Samtliga;252;72,2;80,6;209,9;
Ulricehamn;1491;Västra Götalands län;14;Kommunal;252;72,2;80,6;209,9;
Umeå;2480;Västerbottens län;24;Samtliga;1 179;81,4;90,1;218,2;
Umeå;2480;Västerbottens län;24;Kommunal;993;80,1;88,7;216,5;
Umeå;2480;Västerbottens län;24;Enskild;186;88,7;97,3;227,2;
Upplands Väsby;0114;Stockholms län;01;Samtliga;445;64,0;78,0;196,5;
Upplands Väsby;0114;Stockholms län;01;Kommunal;272;61,0;74,6;190,3;
Upplands Väsby;0114;Stockholms län;01;Enskild;173;68,8;83,2;205,9;
Upplands-Bro;0139;Stockholms län;01;Samtliga;227;64,3;82,4;208,7;
Upplands-Bro;0139;Stockholms län;01;Kommunal;212;66,5;84,4;211,0;
Upplands-Bro;0139;Stockholms län;01;Enskild;15;..;..;176,5;
Uppsala;0380;Uppsala län;03;Samtliga;1 987;78,7;90,0;221,5;
Uppsala;0380;Uppsala län;03;Kommunal;1 480;76,0;88,2;215,0;
Uppsala;0380;Uppsala län;03;Enskild;507;86,6;95,1;240,1;
Uppvidinge;0760;Kronobergs län;07;Samtliga;104;82,7;89,4;207,4;
Uppvidinge;0760;Kronobergs län;07;Kommunal;104;82,7;89,4;207,4;
Vadstena;0584;Östergötlands län;05;Samtliga;78;62,8;75,6;197,3;
Vadstena;0584;Östergötlands län;05;Kommunal;78;62,8;75,6;197,3;
Vaggeryd;0665;Jönköpings län;06;Samtliga;139;73,4;84,9;206,4;
Vaggeryd;0665;Jönköpings län;06;Kommunal;139;73,4;84,9;206,4;
Valdemarsvik;0563;Östergötlands län;05;Samtliga;62;64,5;71,0;194,8;
Valdemarsvik;0563;Östergötlands län;05;Kommunal;62;64,5;71,0;194,8;
Vallentuna;0115;Stockholms län;01;Samtliga;347;76,1;89,0;205,6;
Vallentuna;0115;Stockholms län;01;Kommunal;297;76,4;89,2;204,5;
Vallentuna;0115;Stockholms län;01;Enskild;50;74,0;88,0;212,4;
Vansbro;2021;Dalarnas län;20;Samtliga;79;75,9;84,8;209,5;
Vansbro;2021;Dalarnas län;20;Kommunal;79;75,9;84,8;209,5;
Vara;1470;Västra Götalands län;14;Samtliga;52;76,9;90,4;207,9;
Vara;1470;Västra Götalands län;14;Kommunal;52;76,9;90,4;207,9;
Varberg;1383;Hallands län;13;Samtliga;568;82,7;90,5;214,2;
Varberg;1383;Hallands län;13;Kommunal;561;82,5;90,4;213,8;
Varberg;1383;Hallands län;13;Enskild;..;..;..;..;
Vaxholm;0187;Stockholms län;01;Samtliga;90;83,3;~100;218,7;
Vaxholm;0187;Stockholms län;01;Kommunal;90;83,3;~100;218,7;
Vellinge;1233;Skåne län;12;Samtliga;449;92,2;97,6;238,4;
Vellinge;1233;Skåne län;12;Kommunal;301;90,4;96,3;237,3;
Vellinge;1233;Skåne län;12;Enskild;148;95,9;100,0;240,6;
Vetlanda;0685;Jönköpings län;06;Samtliga;299;72,6;86,0;195,7;
Vetlanda;0685;Jönköpings län;06;Kommunal;291;73,2;86,6;196,3;
Vetlanda;0685;Jönköpings län;06;Enskild;..;..;..;..;
Vilhelmina;2462;Västerbottens län;24;Samtliga;76;73,7;80,3;207,7;
Vilhelmina;2462;Västerbottens län;24;Kommunal;69;75,4;81,2;205,5;
Vilhelmina;2462;Västerbottens län;24;Enskild;..;..;..;..;
Vimmerby;0884;Kalmar län;08;Samtliga;153;82,4;92,2;207,8;
Vimmerby;0884;Kalmar län;08;Kommunal;153;82,4;92,2;207,8;
Vindeln;2404;Västerbottens län;24;Samtliga;54;77,8;88,9;201,7;
Vindeln;2404;Västerbottens län;24;Kommunal;54;77,8;88,9;201,7;
Vingåker;0428;Södermanlands län;04;Samtliga;86;74,4;87,2;191,6;
Vingåker;0428;Södermanlands län;04;Kommunal;86;74,4;87,2;191,6;
Vårgårda;1442;Västra Götalands län;14;Samtliga;118;82,2;91,5;206,0;
Vårgårda;1442;Västra Götalands län;14;Kommunal;118;82,2;91,5;206,0;
Vänersborg;1487;Västra Götalands län;14;Samtliga;397;72,5;85,6;207,5;
Vänersborg;1487;Västra Götalands län;14;Kommunal;328;69,2;83,2;202,9;
Vänersborg;1487;Västra Götalands län;14;Enskild;69;88,4;~100;228,8;
Vännäs;2460;Västerbottens län;24;Samtliga;88;79,5;94,3;209,1;
Vännäs;2460;Västerbottens län;24;Kommunal;88;79,5;94,3;209,1;
Värmdö;0120;Stockholms län;01;Samtliga;210;82,4;95,2;227,7;
Värmdö;0120;Stockholms län;01;Kommunal;161;82,0;95,0;227,0;
Värmdö;0120;Stockholms län;01;Enskild;49;83,7;~100;230,0;
Värnamo;0683;Jönköpings län;06;Samtliga;335;84,2;89,3;215,6;
Värnamo;0683;Jönköpings län;06;Kommunal;335;84,2;89,3;215,6;
Västervik;0883;Kalmar län;08;Samtliga;336;76,5;85,4;213,0;
Västervik;0883;Kalmar län;08;Kommunal;320;77,8;85,6;213,4;
Västervik;0883;Kalmar län;08;Enskild;16;..;~100;204,8;
Västerås;1980;Västmanlands län;19;Samtliga;1 460;76,6;85,1;211,2;
Västerås;1980;Västmanlands län;19;Kommunal;1 103;75,4;83,9;207,8;
Västerås;1980;Västmanlands län;19;Enskild;357;80,1;88,8;221,4;
Växjö;0780;Kronobergs län;07;Samtliga;907;79,6;89,2;211,8;
Växjö;0780;Kronobergs län;07;Kommunal;774;78,4;88,5;208,6;
Växjö;0780;Kronobergs län;07;Enskild;133;86,5;93,2;230,0;
Ydre;0512;Östergötlands län;05;Samtliga;30;86,7;~100;214,3;
Ydre;0512;Östergötlands län;05;Kommunal;30;86,7;~100;214,3;
Ystad;1286;Skåne län;12;Samtliga;304;93,1;97,0;230,4;
Ystad;1286;Skåne län;12;Kommunal;218;91,3;96,3;225,4;
Ystad;1286;Skåne län;12;Enskild;86;97,7;~100;243,0;
Åmål;1492;Västra Götalands län;14;Samtliga;126;71,4;90,5;206,7;
Åmål;1492;Västra Götalands län;14;Kommunal;126;71,4;90,5;206,7;
Ånge;2260;Västernorrlands län;22;Samtliga;93;76,3;79,6;203,6;
Ånge;2260;Västernorrlands län;22;Kommunal;85;74,1;77,6;202,0;
Ånge;2260;Västernorrlands län;22;Enskild;..;..;..;..;
Åre;2321;Jämtlands län;23;Samtliga;119;77,3;87,4;208,9;
Åre;2321;Jämtlands län;23;Kommunal;119;77,3;87,4;208,9;
Årjäng;1765;Värmlands län;17;Samtliga;126;84,9;93,7;218,8;
Årjäng;1765;Värmlands län;17;Kommunal;126;84,9;93,7;218,8;
Åsele;2463;Västerbottens län;24;Samtliga;30;83,3;~100;198,6;
Åsele;2463;Västerbottens län;24;Kommunal;30;83,3;~100;198,6;
Åstorp;1277;Skåne län;12;Samtliga;189;72,0;86,2;190,4;
Åstorp;1277;Skåne län;12;Kommunal;149;70,5;87,2;191,3;
Åstorp;1277;Skåne län;12;Enskild;40;77,5;82,5;187,1;
Åtvidaberg;0561;Östergötlands län;05;Samtliga;144;62,5;79,2;194,1;
Åtvidaberg;0561;Östergötlands län;05;Kommunal;144;62,5;79,2;194,1;
Älmhult;0765;Kronobergs län;07;Samtliga;165;77,6;88,5;212,8;
Älmhult;0765;Kronobergs län;07;Kommunal;141;79,4;88,7;215,5;
Älmhult;0765;Kronobergs län;07;Enskild;24;66,7;~100;197,5;
Älvdalen;2039;Dalarnas län;20;Samtliga;70;82,9;85,7;212,6;
Älvdalen;2039;Dalarnas län;20;Kommunal;70;82,9;85,7;212,6;
Älvkarleby;0319;Uppsala län;03;Samtliga;85;74,1;85,9;184,6;
Älvkarleby;0319;Uppsala län;03;Kommunal;44;63,6;79,5;171,8;
Älvkarleby;0319;Uppsala län;03;Enskild;41;85,4;~100;198,4;
Älvsbyn;2560;Norrbottens län;25;Samtliga;84;82,1;90,5;214,1;
Älvsbyn;2560;Norrbottens län;25;Kommunal;84;82,1;90,5;214,1;
Ängelholm;1292;Skåne län;12;Samtliga;452;85,8;92,9;219,7;
Ängelholm;1292;Skåne län;12;Kommunal;421;85,7;93,1;219,7;
Ängelholm;1292;Skåne län;12;Enskild;31;87,1;~100;219,0;
Öckerö;1407;Västra Götalands län;14;Samtliga;112;89,3;~100;236,4;
Öckerö;1407;Västra Götalands län;14;Kommunal;112;89,3;~100;236,4;
Ödeshög;0509;Östergötlands län;05;Samtliga;61;78,7;83,6;217,5;
Ödeshög;0509;Östergötlands län;05;Kommunal;61;78,7;83,6;217,5;
Örebro;1880;Örebro län;18;Samtliga;1 484;74,3;85,1;209,1;
Örebro;1880;Örebro län;18;Kommunal;1 124;72,3;83,5;203,3;
Örebro;1880;Örebro län;18;Enskild;360;80,6;90,3;227,0;
Örkelljunga;1257;Skåne län;12;Samtliga;92;80,4;89,1;205,2;
Örkelljunga;1257;Skåne län;12;Kommunal;91;80,2;89,0;204,8;
Örkelljunga;1257;Skåne län;12;Enskild;..;..;..;..;
Örnsköldsvik;2284;Västernorrlands län;22;Samtliga;563;78,9;87,7;206,1;
Örnsköldsvik;2284;Västernorrlands län;22;Kommunal;551;78,9;88,0;206,6;
Örnsköldsvik;2284;Västernorrlands län;22;Enskild;12;..;..;182,9;
Östersund;2380;Jämtlands län;23;Samtliga;541;85,6;91,9;220,0;
Östersund;2380;Jämtlands län;23;Kommunal;424;82,5;89,9;217,5;
Östersund;2380;Jämtlands län;23;Enskild;117;96,6;~100;228,5;
Österåker;0117;Stockholms län;01;Samtliga;356;71,6;84,8;204,2;
Österåker;0117;Stockholms län;01;Kommunal;324;70,7;83,3;201,9;
Österåker;0117;Stockholms län;01;Enskild;32;81,3;100,0;227,4;
Östhammar;0382;Uppsala län;03;Samtliga;215;65,1;81,4;200,0;
Östhammar;0382;Uppsala län;03;Kommunal;215;65,1;81,4;200,0;
Östra Göinge;1256;Skåne län;12;Samtliga;154;75,3;84,4;206,1;
Östra Göinge;1256;Skåne län;12;Kommunal;138;80,4;88,4;210,7;
Östra Göinge;1256;Skåne län;12;Enskild;16;..;..;166,3;
Överkalix;2513;Norrbottens län;25;Samtliga;34;85,3;~100;216,0;
Överkalix;2513;Norrbottens län;25;Kommunal;30;90,0;~100;220,5;
Överkalix;2513;Norrbottens län;25;Enskild;..;..;..;..;
Övertorneå;2518;Norrbottens län;25;Samtliga;50;62,0;74,0;193,9;
Övertorneå;2518;Norrbottens län;25;Kommunal;36;50,0;63,9;173,6;
Övertorneå;2518;Norrbottens län;25;Enskild;14;92,9;100,0;244,5;

Rapportbeskrivning och definitioner etc.  

Samtliga uppgifter utom totalen för antal elever, avser elever med betyg enligt det mål- och kunskapsrelaterade betygssystemet. Uppgifterna avser betyg före prövning.
Om resultatet är färre än 10 elever, dubbelprickas den och två prickar (..) visas istället för utfall. Om uppgift saknas visas en prick (.) istället för utfall.

I sammanställningen av samtliga elever ingår elever som har okänd bakgrund. De saknar uppgift om personnummer, tex om de ännu inte blivit folkbokförda i Sverige.
 

Antal elever;Antal elever som har avslutat årskurs 9, dvs elever med slutbetyg såväl från det mål och kunskapsrelaterade betygssystemet som andra bedömningssystem.;
;Elever som saknar betyg i alla ämnen, dvs elever som saknar slutbetyg ingår.;
Andel (%) som uppnått kunskapskraven i alla ämnen;Andel elever med godkänt betyg i alla ämnen som ingått i elevens utbildning. Andelen beräknas av de elever som fått eller skulle ha fått betyg enligt det ;
;mål- och kunskapsrelaterade betygssystemet (elever som saknar godkänt betyg i alla ämnen ingår).;
Andel (%) behörig yrkesprog.;Andel elever som är behöriga att söka till yrkesprogram. För att en elev ska vara behörig krävs godkänt betyg i ämnena svenska/svenska som andraspråk, ;
;engelska och matematik samt i 5 ytterligare ämnen, totalt 8 ämnen. Andelen beräknas av de elever som fått eller skulle ha fått betyg enligt det ;
;mål och kunskapsrelaterade betygssystemet (elever som saknar godkänt betyg i alla ämnen ingår). ;
;Observera att om antalet EJ behöriga är 1-4, så visas andelen behöriga som ~100.;
Genomsnittligt meritvärde (16);Meritvärdet utgörs av summan av betygsvärdena för de 16 bästa betygen i elevens slutbetyg (E=10, D=12,5, C=15, B=17,5, A=20 samt tidigare G=10, VG=15 och MVG=20).;
;Det möjliga maxvärdet för varje enskild elev är 320 poäng. Det genomsnittliga meritvärdet beräknas för de elever som fått godkänt betyg i minst ett ämne,;
;dvs lägst E (tidigare G). Elevernas sammanlagda poäng divideras med antal elever som fått godkänt betyg i minst ett ämne. Elever som saknar godkänt betyg i alla ämnen,;
;dvs elever som saknar slutbetyg, ingår ej.;



