Statistik från Skolverket, http://www.skolverket.se

Grundskolan - Slutbetyg årskurs 9, samtliga elever
Valt läsår: 2014/15

Kommun;Kommun-kod;Län;Läns-kod;Typ av huvudman;Antal elever;Andel (%) som uppnått kunskapskraven i alla ämnen;Andel (%) behörig yrkesprog.;Genomsnittligt meritvärde (17);
Hagfors;1783;Värmlands län;17;Kommunal;118;78,0;85,6;207,8;
Hallsberg;1861;Örebro län;18;Samtliga;160;80,6;87,5;227,0;
Hallsberg;1861;Örebro län;18;Kommunal;160;80,6;87,5;227,0;
Hallstahammar;1961;Västmanlands län;19;Samtliga;156;65,4;75,0;205,1;
Hallstahammar;1961;Västmanlands län;19;Kommunal;156;65,4;75,0;205,1;
Halmstad;1380;Hallands län;13;Samtliga;959;82,6;87,9;219,4;
Halmstad;1380;Hallands län;13;Kommunal;836;81,8;87,3;216,3;
Halmstad;1380;Hallands län;13;Enskild;123;87,8;91,9;239,7;
Hammarö;1761;Värmlands län;17;Samtliga;182;86,3;91,2;245,8;
Hammarö;1761;Värmlands län;17;Kommunal;182;86,3;91,2;245,8;
Haninge;0136;Stockholms län;01;Samtliga;808;69,8;82,5;216,9;
Haninge;0136;Stockholms län;01;Kommunal;670;69,3;81,2;214,7;
Haninge;0136;Stockholms län;01;Enskild;138;72,5;89,1;226,9;
Haparanda;2583;Norrbottens län;25;Samtliga;101;80,2;86,1;213,8;
Haparanda;2583;Norrbottens län;25;Kommunal;101;80,2;86,1;213,8;
Heby;0331;Uppsala län;03;Samtliga;141;75,9;88,7;214,6;
Heby;0331;Uppsala län;03;Kommunal;141;75,9;88,7;214,6;
Hedemora;2083;Dalarnas län;20;Samtliga;158;78,5;86,7;211,1;
Hedemora;2083;Dalarnas län;20;Kommunal;134;80,6;88,8;212,7;
Hedemora;2083;Dalarnas län;20;Enskild;24;66,7;75,0;201,9;
Helsingborg;1283;Skåne län;12;Samtliga;1 398;76,8;83,3;230,1;
Helsingborg;1283;Skåne län;12;Kommunal;920;73,8;80,7;226,9;
Helsingborg;1283;Skåne län;12;Enskild;478;82,6;88,5;236,2;
Herrljunga;1466;Västra Götalands län;14;Samtliga;111;80,2;85,6;227,3;
Herrljunga;1466;Västra Götalands län;14;Kommunal;111;80,2;85,6;227,3;
Hjo;1497;Västra Götalands län;14;Samtliga;94;80,9;90,4;219,9;
Hjo;1497;Västra Götalands län;14;Kommunal;94;80,9;90,4;219,9;
Hofors;2104;Gävleborgs län;21;Samtliga;92;77,2;80,4;220,8;
Hofors;2104;Gävleborgs län;21;Kommunal;92;77,2;80,4;220,8;
Huddinge;0126;Stockholms län;01;Samtliga;1 133;83,0;90,1;234,2;
Huddinge;0126;Stockholms län;01;Kommunal;973;81,7;88,6;231,0;
Huddinge;0126;Stockholms län;01;Enskild;160;90,6;~100;253,8;
Hudiksvall;2184;Gävleborgs län;21;Samtliga;366;73,2;84,4;213,1;
Hudiksvall;2184;Gävleborgs län;21;Kommunal;298;74,2;83,2;213,5;
Hudiksvall;2184;Gävleborgs län;21;Enskild;68;69,1;89,7;211,3;
Hultsfred;0860;Kalmar län;08;Samtliga;120;72,5;77,5;221,5;
Hultsfred;0860;Kalmar län;08;Kommunal;100;74,0;79,0;223,4;
Hultsfred;0860;Kalmar län;08;Enskild;20;65,0;70,0;211,8;
Hylte;1315;Hallands län;13;Samtliga;104;62,5;80,8;204,4;
Hylte;1315;Hallands län;13;Kommunal;98;61,2;79,6;199,5;
Hylte;1315;Hallands län;13;Enskild;..;..;..;..;
Håbo;0305;Uppsala län;03;Samtliga;245;73,1;92,2;222,2;
Håbo;0305;Uppsala län;03;Kommunal;197;68,0;91,4;217,1;
Håbo;0305;Uppsala län;03;Enskild;48;93,8;~100;243,3;
Hällefors;1863;Örebro län;18;Samtliga;71;66,2;74,6;196,3;
Hällefors;1863;Örebro län;18;Kommunal;71;66,2;74,6;196,3;
Härjedalen;2361;Jämtlands län;23;Samtliga;106;75,5;81,1;214,3;
Härjedalen;2361;Jämtlands län;23;Kommunal;106;75,5;81,1;214,3;
Härnösand;2280;Västernorrlands län;22;Samtliga;260;74,6;83,5;211,7;
Härnösand;2280;Västernorrlands län;22;Kommunal;252;74,6;83,7;211,3;
Härnösand;2280;Västernorrlands län;22;Enskild;..;..;..;..;
Härryda;1401;Västra Götalands län;14;Samtliga;447;88,1;93,1;240,6;
Härryda;1401;Västra Götalands län;14;Kommunal;370;86,8;91,9;235,1;
Härryda;1401;Västra Götalands län;14;Enskild;77;94,8;~100;266,7;
Hässleholm;1293;Skåne län;12;Samtliga;596;72,5;80,0;209,7;
Hässleholm;1293;Skåne län;12;Kommunal;596;72,5;80,0;209,7;
Höganäs;1284;Skåne län;12;Samtliga;301;86,7;91,0;237,8;
Höganäs;1284;Skåne län;12;Kommunal;294;86,4;90,8;237,6;
Höganäs;1284;Skåne län;12;Enskild;..;..;..;..;
Högsby;0821;Kalmar län;08;Samtliga;64;65,6;75,0;199,9;
Högsby;0821;Kalmar län;08;Kommunal;64;65,6;75,0;199,9;
Hörby;1266;Skåne län;12;Samtliga;143;71,3;83,2;215,2;
Hörby;1266;Skåne län;12;Kommunal;126;72,2;84,9;215,5;
Hörby;1266;Skåne län;12;Enskild;17;64,7;70,6;212,4;
Höör;1267;Skåne län;12;Samtliga;188;80,3;87,8;226,4;
Höör;1267;Skåne län;12;Kommunal;165;79,4;86,7;223,9;
Höör;1267;Skåne län;12;Enskild;23;87,0;~100;243,7;
Jokkmokk;2510;Norrbottens län;25;Samtliga;48;79,2;85,4;228,9;
Jokkmokk;2510;Norrbottens län;25;Kommunal;37;81,1;86,5;233,7;
Jokkmokk;2510;Norrbottens län;25;Enskild;11;..;..;212,7;
Järfälla;0123;Stockholms län;01;Samtliga;726;74,8;87,6;229,8;
Järfälla;0123;Stockholms län;01;Kommunal;555;70,5;84,9;221,8;
Järfälla;0123;Stockholms län;01;Enskild;171;88,9;96,5;255,4;
Jönköping;0680;Jönköpings län;06;Samtliga;1 353;78,4;87,9;226,6;
Jönköping;0680;Jönköpings län;06;Kommunal;1 058;77,0;87,1;222,6;
Jönköping;0680;Jönköpings län;06;Enskild;295;83,4;90,5;240,9;
Kalix;2514;Norrbottens län;25;Samtliga;175;80,0;88,6;215,5;
Kalix;2514;Norrbottens län;25;Kommunal;167;79,6;88,0;214,9;
Kalix;2514;Norrbottens län;25;Enskild;..;..;..;..;
Kalmar;0880;Kalmar län;08;Samtliga;654;81,3;88,8;220,5;
Kalmar;0880;Kalmar län;08;Kommunal;539;79,6;87,8;217,8;
Kalmar;0880;Kalmar län;08;Enskild;115;89,6;93,9;233,0;
Karlsborg;1446;Västra Götalands län;14;Samtliga;57;94,7;~100;223,0;
Karlsborg;1446;Västra Götalands län;14;Kommunal;57;94,7;~100;223,0;
Karlshamn;1082;Blekinge län;10;Samtliga;305;69,2;83,0;214,5;
Karlshamn;1082;Blekinge län;10;Kommunal;277;69,0;83,0;214,4;
Karlshamn;1082;Blekinge län;10;Enskild;28;71,4;82,1;215,5;
Karlskoga;1883;Örebro län;18;Samtliga;315;71,1;77,8;208,9;
Karlskoga;1883;Örebro län;18;Kommunal;315;71,1;77,8;208,9;
Karlskrona;1080;Blekinge län;10;Samtliga;685;80,0;86,1;217,6;
Karlskrona;1080;Blekinge län;10;Kommunal;491;76,0;82,3;208,3;
Karlskrona;1080;Blekinge län;10;Enskild;194;90,2;95,9;241,0;
Karlstad;1780;Värmlands län;17;Samtliga;793;84,5;91,2;226,2;
Karlstad;1780;Värmlands län;17;Kommunal;667;82,9;90,1;220,5;
Karlstad;1780;Värmlands län;17;Enskild;126;92,9;~100;256,1;
Katrineholm;0483;Södermanlands län;04;Samtliga;414;68,6;79,7;208,1;
Katrineholm;0483;Södermanlands län;04;Kommunal;306;63,7;75,8;204,1;
Katrineholm;0483;Södermanlands län;04;Enskild;108;82,4;90,7;218,8;
Kil;1715;Värmlands län;17;Samtliga;126;66,7;84,1;207,8;
Kil;1715;Värmlands län;17;Kommunal;126;66,7;84,1;207,8;
Kinda;0513;Östergötlands län;05;Samtliga;75;76,0;86,7;210,0;
Kinda;0513;Östergötlands län;05;Kommunal;75;76,0;86,7;210,0;
Kiruna;2584;Norrbottens län;25;Samtliga;166;81,3;86,1;230,2;
Kiruna;2584;Norrbottens län;25;Kommunal;144;78,5;84,0;223,3;
Kiruna;2584;Norrbottens län;25;Enskild;22;100,0;100,0;275,1;
Klippan;1276;Skåne län;12;Samtliga;176;71,6;81,3;203,4;
Klippan;1276;Skåne län;12;Kommunal;156;69,2;80,1;197,4;
Klippan;1276;Skåne län;12;Enskild;20;90,0;~100;252,2;
Knivsta;0330;Uppsala län;03;Samtliga;161;85,1;91,9;232,6;
Knivsta;0330;Uppsala län;03;Kommunal;145;86,2;92,4;234,6;
Knivsta;0330;Uppsala län;03;Enskild;16;75,0;~100;214,5;
Kramfors;2282;Västernorrlands län;22;Samtliga;202;74,3;81,2;213,2;
Kramfors;2282;Västernorrlands län;22;Kommunal;202;74,3;81,2;213,2;
Kristianstad;1290;Skåne län;12;Samtliga;858;71,7;81,2;214,1;
Kristianstad;1290;Skåne län;12;Kommunal;751;71,2;80,2;212,8;
Kristianstad;1290;Skåne län;12;Enskild;107;74,8;88,8;222,6;
Kristinehamn;1781;Värmlands län;17;Samtliga;240;70,8;78,3;211,4;
Kristinehamn;1781;Värmlands län;17;Kommunal;240;70,8;78,3;211,4;
Krokom;2309;Jämtlands län;23;Samtliga;165;80,6;84,8;217,2;
Krokom;2309;Jämtlands län;23;Kommunal;165;80,6;84,8;217,2;
Kumla;1881;Örebro län;18;Samtliga;249;71,9;81,9;212,6;
Kumla;1881;Örebro län;18;Kommunal;249;71,9;81,9;212,6;
Kungsbacka;1384;Hallands län;13;Samtliga;948;86,4;92,0;239,8;
Kungsbacka;1384;Hallands län;13;Kommunal;843;85,2;91,5;237,0;
Kungsbacka;1384;Hallands län;13;Enskild;105;96,2;~100;262,0;
Kungsör;1960;Västmanlands län;19;Samtliga;70;70,0;80,0;216,3;
Kungsör;1960;Västmanlands län;19;Kommunal;70;70,0;80,0;216,3;
Kungälv;1482;Västra Götalands län;14;Samtliga;467;86,7;93,8;233,8;
Kungälv;1482;Västra Götalands län;14;Kommunal;373;85,8;92,8;232,2;
Kungälv;1482;Västra Götalands län;14;Enskild;94;90,4;~100;240,2;
Kävlinge;1261;Skåne län;12;Samtliga;311;87,1;91,3;231,4;
Kävlinge;1261;Skåne län;12;Kommunal;263;85,6;90,1;229,9;
Kävlinge;1261;Skåne län;12;Enskild;48;95,8;~100;239,8;
Köping;1983;Västmanlands län;19;Samtliga;272;66,2;82,4;204,9;
Köping;1983;Västmanlands län;19;Kommunal;272;66,2;82,4;204,9;
Laholm;1381;Hallands län;13;Samtliga;240;69,2;79,2;212,0;
Laholm;1381;Hallands län;13;Kommunal;240;69,2;79,2;212,0;
Landskrona;1282;Skåne län;12;Samtliga;475;76,2;84,6;225,5;
Landskrona;1282;Skåne län;12;Kommunal;354;70,9;80,8;220,5;
Landskrona;1282;Skåne län;12;Enskild;121;91,7;95,9;239,5;
Laxå;1860;Örebro län;18;Samtliga;66;62,1;69,7;185,9;
Laxå;1860;Örebro län;18;Kommunal;66;62,1;69,7;185,9;
Lekeberg;1814;Örebro län;18;Samtliga;47;76,6;~100;219,5;
Lekeberg;1814;Örebro län;18;Kommunal;47;76,6;~100;219,5;
Leksand;2029;Dalarnas län;20;Samtliga;175;81,1;83,4;222,2;
Leksand;2029;Dalarnas län;20;Kommunal;171;80,7;83,0;221,3;
Leksand;2029;Dalarnas län;20;Enskild;..;..;..;..;
Lerum;1441;Västra Götalands län;14;Samtliga;464;81,0;90,9;220,9;
Lerum;1441;Västra Götalands län;14;Kommunal;439;80,0;90,4;218,8;
Lerum;1441;Västra Götalands län;14;Enskild;25;100,0;100,0;257,5;
Lessebo;0761;Kronobergs län;07;Samtliga;86;69,8;80,2;195,5;
Lessebo;0761;Kronobergs län;07;Kommunal;86;69,8;80,2;195,5;
Lidingö;0186;Stockholms län;01;Samtliga;483;91,9;96,5;258,9;
Lidingö;0186;Stockholms län;01;Kommunal;412;93,0;97,1;257,3;
Lidingö;0186;Stockholms län;01;Enskild;71;85,9;93,0;267,7;
Lidköping;1494;Västra Götalands län;14;Samtliga;164;79,3;90,9;228,7;
Lidköping;1494;Västra Götalands län;14;Kommunal;128;74,2;88,3;225,4;
Lidköping;1494;Västra Götalands län;14;Enskild;36;97,2;100,0;240,1;
Lilla Edet;1462;Västra Götalands län;14;Samtliga;129;70,5;79,1;211,7;
Lilla Edet;1462;Västra Götalands län;14;Kommunal;115;70,4;79,1;211,8;
Lilla Edet;1462;Västra Götalands län;14;Enskild;14;71,4;~100;211,1;
Lindesberg;1885;Örebro län;18;Samtliga;221;64,7;75,1;196,3;
Lindesberg;1885;Örebro län;18;Kommunal;221;64,7;75,1;196,3;
Linköping;0580;Östergötlands län;05;Samtliga;1 514;76,9;86,6;225,3;
Linköping;0580;Östergötlands län;05;Kommunal;1 043;74,7;83,6;220,3;
Linköping;0580;Östergötlands län;05;Enskild;471;82,0;93,2;236,4;
Ljungby;0781;Kronobergs län;07;Samtliga;289;79,6;86,9;225,9;
Ljungby;0781;Kronobergs län;07;Kommunal;269;78,4;86,2;224,5;
Ljungby;0781;Kronobergs län;07;Enskild;20;95,0;~100;244,4;
Ljusdal;2161;Gävleborgs län;21;Samtliga;219;65,3;78,1;217,2;
Ljusdal;2161;Gävleborgs län;21;Kommunal;168;66,1;76,2;216,8;
Ljusdal;2161;Gävleborgs län;21;Enskild;51;62,7;84,3;218,5;
Ljusnarsberg;1864;Örebro län;18;Samtliga;39;61,5;79,5;193,5;
Ljusnarsberg;1864;Örebro län;18;Kommunal;39;61,5;79,5;193,5;
Lomma;1262;Skåne län;12;Samtliga;282;93,3;95,7;254,1;
Lomma;1262;Skåne län;12;Kommunal;271;93,0;95,6;254,9;
Lomma;1262;Skåne län;12;Enskild;11;100,0;100,0;234,5;
Ludvika;2085;Dalarnas län;20;Samtliga;274;75,5;84,3;204,3;
Ludvika;2085;Dalarnas län;20;Kommunal;274;75,5;84,3;204,3;
Luleå;2580;Norrbottens län;25;Samtliga;730;86,8;91,8;233,9;
Luleå;2580;Norrbottens län;25;Kommunal;652;86,3;91,4;233,5;
Luleå;2580;Norrbottens län;25;Enskild;78;91,0;~100;237,5;
Lund;1281;Skåne län;12;Samtliga;1 142;86,7;92,6;250,6;
Lund;1281;Skåne län;12;Kommunal;950;85,1;91,6;247,3;
Lund;1281;Skåne län;12;Enskild;192;94,3;97,4;266,4;
Lycksele;2481;Västerbottens län;24;Samtliga;123;72,4;85,4;206,2;
Lycksele;2481;Västerbottens län;24;Kommunal;123;72,4;85,4;206,2;
Lysekil;1484;Västra Götalands län;14;Samtliga;144;75,0;79,2;214,5;
Lysekil;1484;Västra Götalands län;14;Kommunal;144;75,0;79,2;214,5;
Malmö;1280;Skåne län;12;Samtliga;2 690;67,5;78,2;221,5;
Malmö;1280;Skåne län;12;Kommunal;2 228;64,3;75,8;216,4;
Malmö;1280;Skåne län;12;Enskild;462;85,2;91,5;248,7;
Malung-Sälen;2023;Dalarnas län;20;Samtliga;106;87,7;89,6;225,5;
Malung-Sälen;2023;Dalarnas län;20;Kommunal;106;87,7;89,6;225,5;
Malå;2418;Västerbottens län;24;Samtliga;23;82,6;~100;216,3;
Malå;2418;Västerbottens län;24;Kommunal;23;82,6;~100;216,3;
Mariestad;1493;Västra Götalands län;14;Samtliga;248;83,5;89,1;220,1;
Mariestad;1493;Västra Götalands län;14;Kommunal;188;78,2;85,6;211,3;
Mariestad;1493;Västra Götalands län;14;Enskild;60;100,0;100,0;247,3;
Mark;1463;Västra Götalands län;14;Samtliga;402;72,6;85,3;218,6;
Mark;1463;Västra Götalands län;14;Kommunal;381;72,7;85,6;220,1;
Mark;1463;Västra Götalands län;14;Enskild;21;71,4;~100;191,8;
Markaryd;0767;Kronobergs län;07;Samtliga;90;78,9;84,4;224,6;
Markaryd;0767;Kronobergs län;07;Kommunal;90;78,9;84,4;224,6;
